"","AS_home_advan","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_win_lose_binary","surface.LR.","AS_rank","V41"
"7209",0,0,0,0.607802880000001,0,2430,0.641156933529813,0.378225227728851,0.778974347173582,0.225508494224963,0.654384742614621,0.380520567718068,0.809979287534254,0.232528558823977,0.68736631,0.422353184577647,0.928205128,0.309523809690476,0.68736631,0.422353184577647,0.928205128,0.309523809690476,0.647983033409125,0.385033663207041,0.799586341119969,0.234514170314492,0.663952977348624,0.386099293269965,0.819092492257517,0.240743435616744,0.562962963111879,0.575439910118026,1,1,0.654048873998157,0.6009852217535,0.505112474657884,1,"Hard",35,1.32
"7131",0,0,1,-7.66872006,0,740,0.623126769525895,0.391484995533847,0.777038434173803,0.260981530377835,0.621685548075097,0.399401706256583,0.776802419488609,0.276587839388833,0.714285714,0.509803922,0.888888889,0.5,0,0,0,0,0.627379326242949,0.371356316579626,0.804530217758679,0.215486507326966,0.639714716143979,0.392306507502566,0.889239429287154,0.252440976684969,0.571088637465596,0.548387096703434,1,0,0.531250000708984,1,0.602150537155278,1,"Clay",55,1.18
"3912",0,0,1,-0.898015059999999,0,209,0.636613121336575,0.383588342617414,0.783900285595922,0.243208163232631,0.624107722600263,0.4027471162604,0.757649370328982,0.291993834682322,0,0,0,0,0,0,0,0,0.638001415152637,0.371481367112108,0.774793679783141,0.207334289766598,0.682426238601334,0.420682978927113,0.84344146648977,0.209776934467264,0.585289515136185,0.644171779001938,0,0,0.610169491658144,1,0.538461538213018,0,"Clay",31,4.29
"1572",0,0,0,6.954141,0,414,0.632569623995311,0.37489464622258,0.781808546588958,0.227332260961639,1,1,1,1,0,0,0,0,0,0,0,0,0.656216978137674,0.425210084279791,0.74522292974644,0.333333333333333,0,0,0,0,0.649214659685864,1,0,0,1,0,0.387096774193548,1,"Clay",85,1.33
"4401",0,1,0,-1.68377824,0,149,0.704873788370355,0.325736448401174,0.912491553252188,0.155951602354939,0.710242378821303,0.325845776365673,0.917776250839703,0.15814926092747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.428571428816327,0,0,0,0,0,1,"Hard",108,1.41
"1833",0,0,0,12.35865846,0,1048,0.650000056407449,0.380841702459154,0.841375654478827,0.212305326864084,0.650009806198772,0.37362311080727,0.840399228300201,0.195347692263657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Hard",385,1.25
"2461",0,0,0,7.71800137,134,-973,0.615012385383257,0.355235468999174,0.737397113200264,0.181174827591974,0.607460249373136,0.352662500344997,0.734109476856408,0.173087264710074,0,0,0,0,0,0,0,0,0.631547550355583,0.366053871051937,0.775913702012723,0.198545806094344,0.642171933188879,0.355999619755679,0.813140119689438,0.179338741375891,0.478063540090772,0.451612903225806,0,0,0.529411764705882,0.5625,0.402298850574713,1,"Hard",-70,3.25
"5077",-1,0,0,2.28610541,0,1067,0.657107174294154,0.364001634473671,0.826553455904609,0.21017888026958,0.662292146228969,0.368281632622735,0.839990743722877,0.227757701154128,0,0,0,0,0,0,0,0,0.646167885444677,0.337694387886736,0.823688271941797,0.227314819908429,0.619241388458953,0.302380237373235,0.78747628034062,0.174262734753055,0.69230769252071,0.786821705171865,0,0,0,0,1,1,"Hard",185,1.44
"2624",0,0,0,-3.67419575,38,-724,0.615981045506637,0.360617510937715,0.742949393500571,0.190195208347383,0.605464134358834,0.353231274257386,0.73043441903412,0.178960365782258,0.483333333,0.363636364,0.444444444,0.222222222,0.483333333,0.363636364,0.444444444,0.222222222,0.631939479441481,0.348599720054646,0.766043699174466,0.125484848640929,0.633737155032052,0.343828177006165,0.756302520754184,0.0618556700520778,0.512091038376913,0.457553957228226,0,0,0.562500000351563,0,0.476190476439909,0,"Hard",-72,1.47
"4225",0,1,-1,-13.94934976,-82,3460,0.67141932484536,0.353872756364116,0.844299216358389,0.224755678579801,0.65694405772609,0.383034768098087,0.790817483144558,0.273150080586818,0.617647059,0.262295082,0.8,0,0,0,0,0,0.694341439116829,0.364335160228909,0.878104076390984,0.224342287819902,0.725847851588858,0.394520345645309,0.859374999532715,0.27381974224637,0.541088941525797,0.589473684227812,0,0,0.59464777637831,0.666666666666667,0.53244274816115,1,"Clay",24,1.15
"309",0,0,0,-8.11772758,0,2004,0.646337729865775,0.365312087380245,0.784268033171194,0.217537733081203,0.66109245596837,0.358272129989461,0.808823326908758,0.204435872639428,0.633333333,0.29,0.8,0,0,0,0,0,0.643645750504651,0.363115041014763,0.786359524353175,0.20353040197838,0.642442520389303,0.37162215917326,0.78205377793951,0.217288528299299,0.567873664061254,0.585573770491803,0,0,0.57542908762421,0.516129032258065,0.585106382978723,1,"Hard",22,1.27
"2922",0,0,0,0.45722108,105,-1447,0.619555299975515,0.359791837938113,0.743740866253366,0.210675051151619,0.6275214850536,0.362487037059848,0.755811172686891,0.213392907863583,0,0,0,0,0,0,0,0,0.626761474368822,0.361528108255003,0.76435023398314,0.198707329699991,0.636408417309296,0.359801130757722,0.789975916484876,0.184736906478891,0.442763345843867,0.459459459278837,0,0,0.477876106275041,0.5,0.474452555099846,0,"Hard",-33,1.3
"4078",0,0,0,8.98288843,1,-39,0.635498421711733,0.37862104935625,0.79607359827915,0.225307526769967,0.626582177521215,0.385380858995283,0.769632328413077,0.248183967656479,0,0,0,0,0,0,0,0,0.645390323982372,0.373100839572689,0.802593149427544,0.256365317779101,0.63042831849986,0.399481549207163,0.734375540511275,0.333755737632578,0.506993006526432,0.495495495586397,0,0,0.333333333333333,0.333333333333333,0.591397849003237,0,"Clay",-7,2.26
"7146",-1,0,0,0.651608490000001,65,-2610,0.615801815131075,0.33697383219455,0.730412858772574,0.184634644862054,0.614179508540883,0.327830882784729,0.723571257067528,0.167655528791384,0.48,0.377358491,0.444444444,0.222222222,0.48,0.377358491,0.444444444,0.222222222,0.602537169035358,0.326296037601913,0.702301915657061,0.156333065246884,0.617642492250561,0.330291222535418,0.729609898837145,0.176351803435579,0.371681415929204,0.37696768850883,0,0,0.276422764302994,0.30769230747929,0.394029851017973,0,"Hard",-95,1.18
"441",0,1,0,-8.78850103,80,-5995,0.623215535870791,0.343371609589253,0.750602953140238,0.230697212565969,0.622798711166655,0.344044705979377,0.743706082447278,0.237316059070533,0.626086957,0.232323232,0.875,0.058823529,0.626086957,0.232323232,0.875,0.058823529,0.609795995010386,0.338834668330954,0.72031055650293,0.22270602929828,0.602303485642932,0.3102503462257,0.694382407627603,0.177656501389326,0.378310214375788,0.407044137316095,0,0,0.328859060402685,0.333333333333333,0.487179487179487,0,"Hard",-55,1.16
"2904",1,0,0,-7.4880219,0,-185,0.63345055320081,0.377093238000166,0.790714699139247,0.240238418806284,0.63573688648992,0.374191590103674,0.783055810909035,0.236706524709809,0,0,0,0,0,0,0,0,0.61963175242226,0.374985504288918,0.761455725249965,0.220842551070811,0.634497164363487,0.377265129175965,0.794420257081015,0.231510508411112,0.521155137616617,0.504186866397819,0,0,0.479591836912745,0.517241379702735,0.460869564917158,0,"Hard",-19,2.2
"3189",0,1,0,10.0807666,0,-1645,0.655480735046982,0.328915448479274,0.809301372955372,0.176330979063484,0.64745191685477,0.32634622440421,0.796509389905999,0.17648089630458,0.753424658,0.235294118,1,0,0,0,0,0,0.663658966809963,0.325413054391112,0.822887296934979,0.174640151685537,0.6516449309627,0.320135666512972,0.798352633839175,0.163484253138698,0.462067142468117,0.467741935495187,0,0,0.471950133849543,0.464926590369482,0.51446442530718,1,"Hard",-178,2.69
"4405",-1,1,0,6.6146475,0,-84,0.650802258717787,0.328200191105955,0.808698607755987,0.129410783384217,0.645877800541302,0.326367055051641,0.799941605101772,0.120816070631147,0,0,0,0,0,0,0,0,0.650569258013221,0.327678746908703,0.831978469267675,0.115779213323264,0.647928823942196,0.320487903173246,0.826670195031207,0.0990409760017444,0.446004319709335,0.42982456147213,0,0,0.485714286047347,0.571428571428572,0.511627906626933,1,"Hard",-10,2.38
"470",-1,1,1,3.33196441,43,-602,0.685279349124943,0.321302091328895,0.879180776593278,0.128553236920882,0.705109184846097,0.3046258245921,0.891513740130324,0.108181231954125,0,0,0,0,0,0,0,0,0.632862230990055,0.31979129298482,0.739255921486075,0.0948254946210812,0.648459864061966,0.303235152066791,0.75964391693677,0.0935672514619883,0.436781609195402,0.442622950819672,0,0,0.333333333333333,0.5,0.545454545454545,1,"Hard",-76,2.95
"3686",1,0,0,4.11225188,58,664,0.640479161117086,0.366294882212969,0.784961102926995,0.225036187625965,0.624747270493903,0.317920237746169,0.757785693910276,0.112049081519301,0,0,0,0,0,0,0,0,0.653507383719168,0.369773958546751,0.819032984156889,0.22259010010574,0,0,0,0,0.534031413671116,0.37931034468044,0,0,0.612903225644121,0,0.553191489015663,0,"Grass",36,2.69
"6706",-1,0,0,-2.02874744,87,-1237,0.61880786494398,0.35340797603228,0.744380467664483,0.205454223839698,0.611256487374055,0.36912823200436,0.726008142384386,0.220838501105523,0,0,0,0,0,0,0,0,0.605563629968725,0.338491697695815,0.719158631066869,0.166340063881558,0.491909385235848,0.394445169052607,0.443037974683544,0.197132616329184,0.361216729850077,0.397590361469734,0,0,0.284579748533731,0,0.446735395573871,0,"Clay",-34,1.39
"1360",0,1,0,-9.72758384,0,-11315,0.600064366573445,0.333009211827494,0.707465360702013,0.174548674160199,0.604525749764768,0.348894558753091,0.703715889135065,0.166391774562365,0,0,0,0,0,0,0,0,0.592832105350767,0.337192782462648,0.701512752758502,0.195932889172107,0.587319243435076,0.373687338873714,0.696428571542411,0.190476190270597,0.329884207932988,0.305555555555556,0,0,0.328767123287671,0,0.349157733537519,0,"Clay",-43,1.03
"1822",0,0,0,4.75017112,0,123,0.616005858515347,0.374171013352321,0.777063922152194,0.225973737478594,0.619362906609784,0.357460602298029,0.781830849433685,0.188711000476154,0.662337662,0.336538462,0.785714286,0.133333333,0.662337662,0.336538462,0.785714286,0.133333333,0.630935612629782,0.30319763736482,0.835522558515698,0.0462427746105784,0.630935612629782,0.30319763736482,0.835522558515698,0.0462427746105784,0.486787204450626,0.4,0,0,0,0,0.529411764705882,0,"Hard",20,1.99
"1790",0,0,0,-4.19986311,109,-1199,0.591955666214093,0.364309841884692,0.700760658747537,0.211391946282966,0.60359360107648,0.378325265402992,0.72587042787103,0.232233833781891,0,0,0,0,0,0,0,0,0.589102399194908,0.370264130979666,0.700950143479895,0.219501102429758,0.609013115020549,0.3749245189265,0.732365334257359,0.229580976232351,0.350609756097561,0.448818897637795,0,0,0.394736842105263,0.461538461538462,0.409594095940959,0,"Hard",-63,1.46
"349",0,0,0,-3.15947981,-42,-148,0.629369866797188,0.349399180490742,0.774160563847548,0.172540188794278,0.630762531204048,0.341606012211841,0.774686961635606,0.150484444671275,0,0,0,0,0,0,0,0,0.620677634788928,0.339258958403745,0.756739306577913,0.150016542221106,0.64142539001376,0.369173399831727,0.886075950053517,0.189189189214755,0.518888096935139,0.497907949790795,0,0,0.444444444444444,0,0.666666666666667,1,"Hard",-17,2.37
"3144",0,1,1,3.24435318,0,315,0.643758281513319,0.37130555183932,0.803711055547491,0.236727301319257,0.647321160738052,0.369520217648201,0.794034651517438,0.229994324729752,0.78,0.368421053,0.9,0.3,0.78,0.368421053,0.9,0.3,0.657128416923917,0.382759673842253,0.834885291954508,0.26369796090868,0.658351468896948,0.387714145625177,0.837632076478272,0.24389520444732,0.501144164706485,0.505949757583204,1,1,0.584158415996863,0.666666666666667,0.493000608421637,0,"Hard",16,2.28
"894",-1,0,1,-13.16632444,-12,-1063,0.681906643766339,0.31050951181094,0.87152901292306,0.170357257451021,0.672615819824121,0.318203982366038,0.854331589434784,0.188901712144224,0,0,0,0,0,0,0,0,0.672357594960256,0.303000646389413,0.856466468387938,0.178243978517478,0,0,0,0,0.38965724594107,0.428571428571429,0,0,0.461538461538461,0,0.391025641025641,0,"Grass",-33,1.48
"4686",0,0,0,-5.10335387,0,69,0.637022855383849,0.359730006625296,0.787370809830734,0.210738921462981,0.635683359238621,0.362533857083769,0.785641822120197,0.207081765612988,0.664331404,0.4775,0.875,0.475,0.71641791,0.375,1,0.2,0.640158716723863,0.35695043332974,0.790215650771167,0.200786594029309,0.628466709196347,0.357646303548986,0.761234748346298,0.215961415499721,0.471067171005737,0.457555689658397,1,1,0.44303797422929,0.466666666853333,0.5,0,"Hard",13,1.78
"1956",0,0,1,4.59685147,0,182,0.654078238015363,0.367451971012079,0.851094608472315,0.220213596374612,0.640039042749609,0.372787436186952,0.835211096439236,0.229959479585823,0,0,0,0,0,0,0,0,0.642719242607127,0.372520920163911,0.888109579939222,0.210205213601217,0.625920393349284,0.395155486671633,0.871157052302412,0.244458255672124,0.501424501424501,0.509536784741144,0,0,0.7,1,0.41025641025641,0,"Clay",33,2.42
"474",0,1,0,6.23408625,-32,10715,0.653203198611184,0.392705088994725,0.797780630068543,0.284239765880087,0.675568145934653,0.377965073056247,0.843712539284035,0.263935074796001,0,0,0,0,0,0,0,0,0.646853996705621,0.398757010019385,0.787700263610342,0.30517558108861,0.708767927518455,0.377254111194217,0.879356568351674,0.266642933272572,0.587830869714679,0.577889447236181,0,0,0.694915254237288,0.666666666666667,0.535168195718654,1,"Hard",55,1.01
"6312",0,1,0,-3.50444901,-191,-1930,0.649593232753708,0.358608115054505,0.794143353051806,0.210437818551305,0.631789207656686,0.390779081330366,0.757809795748913,0.280908988766936,0.618752813,0.31656574,0.751858925,0.105131143,0.6,0.329113924,0.818181818,0.090909091,0.649976290937,0.345338555574976,0.805708442337304,0.179329512601513,0.613425570404776,0.369018406405813,0.734837023852391,0.263272410592873,0.474024068184143,0.475504322628441,0,0,0.429524603684277,0.333333333,0.452513966184038,0,"Clay",-5,1.41
"6645",0,0,0,0.0848733800000012,131,-965,0.633361850570624,0.331704093820162,0.751596585799315,0.147786903113739,0.614875060008068,0.326979938164151,0.728631332439128,0.149421261685137,0.699813745,0.349329837,0.91305209,0.202515349,0.648275862,0.3125,0.909090909,0.045454545,0.633258054444699,0.319051851197856,0.76769412864065,0.128875032773002,0.638720319072821,0.331580336535646,0.772785603338788,0.174040987838608,0.442580644857107,0.398734177550833,0.666666667,0,0.424063116442585,0.4,0.475229357992593,1,"Clay",-43,2.62
"7412",0,1,0,2.58179329,-46,245,0.670289845979216,0.388745062977951,0.849318722860353,0.244944154917469,0.672080477737611,0.389038148693277,0.874166946031682,0.245954425681391,0.685375671,0.508895866,0.881944444118056,0.527777778,0.673076923,0.487179487,0.888888889,0.5,0.648567861300744,0.410570031854664,0.863187624918579,0.295799061786053,0.667113039686395,0.397339021725428,0.89009159067852,0.292859344463482,0.598503740541962,0.62857142852898,1,1,0.666666666666667,0.666666666666667,0.575163398295741,0,"Hard",54,2.76
"6984",0,1,0,-3.95345653,137,-4020,0.599931287053904,0.350614229991193,0.699223867025351,0.195813874499083,0.600646587523545,0.325142180580416,0.707613249007677,0.165747439876837,0,0,0,0,0,0,0,0,0.596643537960886,0.335555205023291,0.68268208752168,0.175490968390303,0.597214626158422,0.337054196242849,0.689660068039618,0.165089073069715,0.333230436870954,0.305376344343895,0,0,0.231759656588701,0.130434782654064,0.360498561929802,0,"Hard",-139,1.04
"5048",0,0,0,10.16837782,0,470,0.779638767125564,0.423837297770612,1,0.280995066015582,1,1,1,1,0,0,0,0,0,0,0,0,0.762514006356521,0.404676710917312,1,0.176470588041522,0,0,0,0,1,1,0,0,0,0,1,0,"Hard",80,2.27
"455",0,1,-1,7.03901438,134,-848,0.642967959121553,0.36326762413674,0.801926530240597,0.223171369210655,0.645035988287848,0.352978861995196,0.798285412179242,0.193013784180609,0,0,0,0,0,0,0,0,0.648334298196316,0.352873952311049,0.79159778353858,0.193791553529059,0.654800427909716,0.346425452719095,0.796533758912645,0.204839459230738,0.50371327090733,0.487804878048781,0,0,0.444444444444444,0.4,0.630656934306569,0,"Hard",-86,1.06
"7405",0,1,0,3.6550308,-34,935,0.645033117096488,0.351360682450793,0.785085186998824,0.210091213655125,0.651553412450299,0.343582561618171,0.791506378949326,0.204215419843741,0,0,0,0,0,0,0,0,0.655775249868608,0.347345478539244,0.810361828358353,0.180586152286052,0.677589708478931,0.337592704147494,0.84245002792323,0.166045337199219,0.540727902906263,0.542892924287435,0,0,0.518518518222222,0.578947368421053,0.632530120794056,1,"Hard",32,1.32
"6500",0,1,0,1.55783709,-60,-777,0.674488347409598,0.308810165136233,0.867688325819386,0.149516797003301,0.664923668243786,0.326904992566319,0.871305387969032,0.171133195950318,0,0,0,0,0,0,0,0,0.687901966099528,0.306311786384167,0.879885476712175,0.129902534458315,0.593060238775206,0.310793143083315,0.676973043914077,0.0710900467424362,0.381023720145399,0.350000000398125,0,0,0.447761194029851,0,0.358296623043654,0,"Clay",-22,1.34
"3306",0,0,0,1.54962354,0,-511,0.647805239561203,0.319539503394529,0.807690046976153,0.142525510935086,0.652037909065646,0.337320510816336,0.812128183693388,0.168930051663891,0.623376623,0.439393939,0.8,0.4,0.623376623,0.439393939,0.8,0.4,0.649294990560964,0.341989828636906,0.797471677650711,0.179753917487077,0.647487684252107,0.305200947717984,0.799311321320075,0.0920656180392279,0.469437653060802,0.518518518304527,1,1,0.4,0.285714285591837,0.57142857155102,0,"Hard",-99,1.42
"3556",0,1,0,8.63518139,0,-1213,0.649113838491535,0.327426032097756,0.799389584159407,0.167407832288137,0.699518075284688,0.326311915109619,0.879041313518963,0.126290360156066,0,0,0,0,0,0,0,0,0.632397170026785,0.314680112146122,0.76806432977156,0.139236975538486,0,0,0,0,0.381215469432313,0.37931034468044,0,0,0.326923077140532,0,0.494279176186418,0,"Grass",-74,1.13
"3193",0,1,0,2.73237509,0,-600,0.617410163441033,0.357992675209238,0.741139816511666,0.217383885012454,0.621328053810749,0.35576463567302,0.74368821719492,0.215477781144264,0,0,0,0,0,0,0,0,0.614467551478175,0.351148805383019,0.73347960665443,0.203309524779755,0.630377055676508,0.341225102953372,0.767078590204397,0.195893106805494,0.398612181680759,0.418994413402953,0,0,0.357894736901939,0.348837209140076,0.449651046940035,1,"Hard",-17,4.6
"6217",0,0,0,-1.63723477,0,195,0.654039252544474,0.36341474947553,0.82991019611175,0.203944166401907,0.677106701645274,0.35436070098096,0.892999725479516,0.183208414791127,0,0,0,0,0,0,0,0,0.650978251923477,0.360495066669488,0.835182185910354,0.195704981043202,0.75870513271503,0.373875540104848,1,0.226130641440873,0.595257563432821,0.60000000024,0,0,0.489361701910367,1,0.617886178684711,1,"Grass",20,2.12
"5673",0,1,1,0.0410677599999971,-84,6165,0.62667050696595,0.398342295123466,0.744165318590699,0.304095704257668,0.626375754485898,0.381826229273753,0.74911820342834,0.27112417720215,0.674722838,0.451219512,0.909090909,0.386363636613636,0.674722838,0.451219512,0.909090909,0.386363636613636,0.629412137892371,0.40774389025963,0.757035131165935,0.325397356633048,0.642148975677563,0.381949378941256,0.780093249838177,0.260545210518661,0.541685469233872,0.521311475195603,1,1,0.56886227535756,0.562814070229792,0.473118279802983,1,"Hard",27,1.14
"15",0,0,-1,11.89869953,54,8085,0.668249903459085,0.390575309068064,0.820862745848614,0.284204559474922,0.665845537331601,0.383446152121613,0.811040517234078,0.268445236316716,0.776595744666667,0.476262267666667,0.944444444333333,0.434640522666667,0.764893617,0.460295041,0.9166666665,0.401960784,0.673593513656627,0.389762246685993,0.828822435426022,0.276497737271989,0.672202446253025,0.393085054587986,0.826915296615983,0.269452327030317,0.600750621291272,0.57764116575592,1,1,0.617124394184168,0.636363636363636,0.603024574669187,1,"Hard",27,1.13
"3366",-1,0,0,-2.58453115,-24,-2573,0.678113622823335,0.333404509576484,0.870521712311154,0.195166768878441,0.666180583784507,0.334956434873646,0.851819025921908,0.20314317940929,0.725307615274692,0.274551131725449,0.922222222,0.105263158,0.773195876,0.352380952,0.944444444,0.210526316,0.66650130828531,0.328026667369572,0.846348445719229,0.18679768822743,0.652805608274911,0.316201083230477,0.841243127537197,0.1571307796691,0.452108649006337,0.433070866191859,0.5,1,0.425196850366917,0.313432835688572,0.417862100886267,0,"Hard",-46,1.2
"4158",1,0,0,2.64750171,-65,-755,0.613670408700992,0.390940261038363,0.726194660894492,0.283201388885481,0.597540027063036,0.394391725039287,0.693946902410054,0.294599867928443,0.583054626416945,0.396516393603484,0.625668449,0.28342246,0.550724638,0.375,0.545454545,0.272727273,0.614572428824286,0.386208160206553,0.727595532061307,0.271429846317512,0.570225314790462,0.371146224876818,0.630413677372113,0.216819789517036,0.501930501881084,0.482908638800507,0,0,0.490716180360564,0.4,0.496111974897944,0,"Clay",-5,1.67
"4486",0,1,1,-10.27789186,0,-367,0.624090597693239,0.366512460931834,0.760786074407862,0.230835779121883,0.62113962141841,0.374727027475614,0.757302122100742,0.237959727514451,0,0,0,0,0,0,0,0,0.653530266143864,0.355856544864036,0.81469266952179,0.202868701485197,0.643866888565368,0.35137309293851,0.800839589831377,0.183586833639348,0.463917525620151,0.469387755236152,0,0,0.4528301890979,0.222222222493827,0.451612903080125,0,"Hard",-153,1.27
"1668",0,0,1,-3.53730321,-44,-255,0.616162497455569,0.367033694822317,0.748882162381047,0.217998938731292,0.599129757766419,0.380767518113453,0.71719214188557,0.246023361617294,0,0,0,0,0,0,0,0,0.620332105915308,0.36590040541981,0.749169707268701,0.215262790827589,0.710526315949446,0.409799554481575,0.909090909090909,0.3599999998848,0.475896168108776,0.476190476190476,0,0,0.541935483870968,1,0.413793103448276,1,"Clay",-19,2.86
"1059",0,1,1,0.298425739999999,0,-862,0.621476415196972,0.309048370126029,0.731779186896572,0.104179246073521,0.641471624275688,0.3097211289436,0.768759987752639,0.147980443797274,0,0,0,0,0,0,0,0,0.638711126788295,0.313333420575023,0.763933957951482,0.108349343844433,0,0,0,0,0.31784107946027,0.454545454545455,0,0,0.428571428571429,0,0.505376344086022,0,"Grass",-64,1.03
"4477",0,1,-1,-4.54209446,0,762,0.63325389351958,0.366141992662948,0.762707261318619,0.225247334026769,0.635995910181725,0.366129027647933,0.764959083366663,0.228793377789004,0,0,0,0,0,0,0,0,0.61648590001358,0.227413453650787,0.714285714285714,0,0.61648590001358,0.227413453650787,0.714285714285714,0,0.577639751828247,0.591240876082476,0,0,0,0,1,1,"Hard",152,1.24
"5987",0,0,-1,2.10814511,67,-723,0.61887770175139,0.390777162541961,0.756930424537137,0.285523828570466,0.63932213815361,0.444652605968309,0.764769209754987,0.406856474322116,0,0,0,0,0,0,0,0,0.623010398896958,0.348430142064768,0.755050297712798,0.224902013938072,0.589424048321405,0.395371262979058,0.636363636661157,0.357142857326531,0.514851485230076,0.619047619195011,0,0,0.333333333333333,0.5,0.522727272865875,1,"Grass",-144,3.94
"6221",0,0,0,-5.28678987,0,-4120,0.644357111150156,0.306802074265476,0.812192933805201,0.115263413815316,0.657756423011464,0.308984623027297,0.84496354733598,0.15763326888636,0,0,0,0,0,0,0,0,0.621237256135988,0.314787233425791,0.76240964821439,0.124724776032757,0.609566035461348,0.321428550765305,0.898876411766191,0.113636349690083,0.296391752674143,0.339622641445354,0,0,0.363636363636364,0,0.341317365432966,1,"Grass",-692,7.58
"1129",0,0,0,2.93223819,-62,-918,0.613206303589589,0.350557251774825,0.742329740288645,0.174363194249264,0.608687539082858,0.354126764379433,0.735762695759558,0.133621557126672,0.64893617,0.340659341,0.857142857,0.071428571,0,0,0,0,0.629151957873825,0.334449105758404,0.788838493932274,0.138528859100371,0,0,0,0,0.453954125299555,0.393939393939394,0,0,0.461538461538462,0,0.461855670103093,0,"Grass",-153,1.66
"5447",0,0,-1,4.26283368,24,273,0.627265705886457,0.364743864870092,0.766657211151615,0.204151072677457,0.638761933323734,0.370153801397918,0.784755729111499,0.210978564253389,0,0,0,0,0,0,0,0,0.623099175606989,0.367705712935794,0.770905420114868,0.205182119098613,0.645220280966868,0.384580519634504,0.804850590556118,0.239180502076809,0.527272727311074,0.557239937099525,0,0,0.503448276139453,0.621052631215956,0.605493863391433,1,"Hard",24,1.69
"6809",0,0,0,-11.41683778,0,-929,0.623537460324432,0.298312871912562,0.783659004446077,0.100756238728694,0.618498440143329,0.307963804867598,0.772212599922971,0.109468343752876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Clay",-901,14.57
"6175",0,0,0,-4.62149213,107,-409,0.623821713388627,0.360860999584536,0.75844293992336,0.218555938896291,0.676175351591385,0.350224102933053,0.842834981519347,0.211704406870704,0,0,0,0,0,0,0,0,0.626092964068421,0.349198373810723,0.765576174182177,0.190453805387822,0,0,0,0,0.482412060046615,0.545454545454545,0,0,0.392857142933673,0,0.424489795769074,1,"Grass",-27,2.46
"2597",0,0,1,11.1485284,53,-920,0.630293056646515,0.368929803827877,0.763824446691041,0.236087019333352,0.638543499611886,0.365267419027619,0.775903730991327,0.229323197212497,0,0,0,0,0,0,0,0,0.623548493723908,0.365559029112943,0.752004678495516,0.212975129561795,0.638533077543847,0.378787463431109,0.80045376608005,0.223794468176798,0.477060066438389,0.473007711737994,0,0,0.437908496578752,0.448598130975282,0.495145630817985,1,"Hard",-16,2.71
"4096",0,0,0,-3.20602327,0,103,0.638893073680777,0.325860273660545,0.795858548085372,0.11244001420568,0.621249850449375,0.325213225909643,0.762268416985205,0.123727133508248,0,0,0,0,0,0,0,0,0.644319896224996,0.373897707462798,0.867469879492524,0.195121951376562,0.644319896224996,0.373897707462798,0.867469879492524,0.195121951376562,0.475409836034399,0.428571428816327,0,0,0,0,0.622641509199003,0,"Clay",12,2.56
"2012",0,0,0,7.11019849,0,425,0.667964250541994,0.350695245087101,0.838679554311207,0.184498514948036,0.666469503471415,0.343986589369138,0.829689154542744,0.176767912983825,0,0,0,0,0,0,0,0,0.673289244514934,0.362394186116976,0.843553042768617,0.203381024422961,0.678644135831791,0.360377163537912,0.86996714276525,0.193697456898969,0.580610021786492,0.560702875399361,0,0,0.601941747572815,0.733333333333333,0.653225806451613,1,"Hard",51,1.35
"6887",0,1,1,-1.16358659,-51,3482,0.630752834348288,0.412317277834632,0.770006758631097,0.325589027527778,0.631531398574353,0.402771818315106,0.765268393424909,0.301992909366094,0.72,0.5,1,0.538461538,0.72,0.5,1,0.538461538,0.65539328580461,0.422208757840191,0.81802127843986,0.349940850551977,0.652767732038474,0.414204474267591,0.826227407698078,0.325403425450241,0.653370013764694,0.664893616932153,1,1,0.807897545617761,0.785714285346939,0.4400000001408,1,"Hard",76,1.04
"5148",0,0,0,4.70636551,-67,101,0.637032706831999,0.353910817534142,0.77736184518812,0.195944001905948,0.635512745719492,0.351841377044065,0.776572170986055,0.201463965984708,0,0,0,0,0,0,0,0,0.645131671537291,0.354367770940895,0.807924750633465,0.204024580191479,0.627936999088737,0.351927299624837,0.778541331697093,0.215981517772925,0.465230769396002,0.471074380064067,0,0,0.463576159405903,0.370370370548697,0.427725118234715,0,"Hard",12,2.05
