"","AS_home_advan","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_win_lose_binary","surface.LR.","AS_rank","V41"
"802",0,0,0,11.71252566,0,-206,0.625824250975052,0.355766759709942,0.750370160118053,0.216409164577057,0.612751686259024,0.361168304172704,0.722528550178565,0.228658598113762,0.651685393,0.275,0.785714286,0.076923077,0,0,0,0,0.635097892112793,0.350575585988342,0.796643222180434,0.204576526940262,0.588620013037397,0.314712824763269,0.670658682640252,0.163742690132212,0.444726810673443,0.349397590361446,1,0,0.428571428571429,0,0.633093525179856,0,"Clay",-17,1.45
"803",0,0,0,-1.3908282,0,-518,0.612087861070709,0.381159290946415,0.737657105922238,0.237149646168419,0.613356625392304,0.367652549911819,0.740802715159068,0.184936696064374,0.677966102,0.450292398,0.80952381,0.285714286,0,0,0,0,0.621965386729026,0.386101795964894,0.7699869394275,0.238467868060392,0.626815367893049,0.378147099350226,0.728719575689327,0.185542168544596,0.429078014184397,0.339130434782609,1,0,0.525423728813559,0.4,0.34,1,"Clay",-41,2.15
"804",1,0,0,-5.73853525,0,-2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-364,1.25
"805",1,0,0,-13.45106091,0,-586,0.632638714786405,0.302903032136135,0.796849821345574,0.108322278629377,0.615949449460454,0.306265594673096,0.758507054138993,0.118450797504559,0,0,0,0,0,0,0,0,0.640180672635491,0.292903974285958,0.836795060077059,0.0852012481817001,0.652329673725133,0.29672944243829,0.914850136414277,0.0804162724344528,0.343074968233799,0.369747899159664,0,0,0.307692307692308,0.333333333333333,0.36,1,"Clay",-99,3.42
"806",1,0,0,-0.3394935,0,-710,0.627032094636018,0.343219720839326,0.760597129541582,0.130689351570783,0.62166117963055,0.348668912690828,0.752578662876636,0.149368608577406,0,0,0,0,0,0,0,0,0.718697984249512,0.342439196378092,1,0.14285714255102,0,0,0,0,0.175,0.222222222222222,0,0,0,0,0.40495867768595,0,"Clay",-164,1.76
"807",1,0,-1,4.09856263,0,653,0.653202842023083,0.353235072993607,0.80472255491921,0.203815784238045,0.642601322463373,0.370234655634908,0.776699992454297,0.230027607415316,0.431818182,0.2,0.285714286,0,0.431818182,0.2,0.285714286,0,0.693291954348407,0.353964222989818,0.896493016122057,0.212124868952883,0,0,0,0,0.580819307716736,0.575916230366492,0,0,0.666666666666667,0,0.489711934156379,1,"Clay",55,1.65
"808",0,0,0,-2.23408625,0,633,0.63934182494254,0.370285230793904,0.795849319579249,0.229620235563636,0.627350883214175,0.406428734231632,0.763581340874684,0.295028191770727,0,0,0,0,0,0,0,0,0.654495556200853,0.367918185478999,0.829547755303854,0.217382082114167,0.616770416133458,0.402165651521977,0.747325654531407,0.260824965054165,0.508072276274992,0.56,0,0,0.528,0.583333333333333,0.596651445966515,0,"Clay",49,2.04
"809",0,0,0,11.16221766,0,616,0.672488762060075,0.434573250695032,0.877262140335241,0.311043847519991,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Clay",142,1.43
"810",0,0,0,-5.80424367,0,-510,0.602672510467026,0.375021528537613,0.733464408740101,0.255149425638094,0.608210231447281,0.390654786119309,0.74247770831731,0.279089325858738,0,0,0,0,0,0,0,0,0.638154774847135,0.376218480468729,0.8389125207933,0.249653259334296,0.638154774847135,0.376218480468729,0.8389125207933,0.249653259334296,0.364705882352941,0.381818181818182,0,0,0,0,0.285714285714286,0,"Clay",-71,1.44
"811",0,0,0,1.31143053,0,1372,0.613454758157906,0.377862538213359,0.752589371702607,0.2319692467072,0.600426827833403,0.383236956477223,0.731205311304226,0.236724297950603,0,0,0,0,0,0,0,0,0.592004204571908,0.372030551260384,0.720200399677883,0.228617069541809,0.570442457180916,0.341925991055815,0.714283309052983,0.139293375132337,0.545401288810779,0.529411764705882,0,0,0.4,0,0.465587044534413,1,"Clay",71,1.78
"813",-1,0,1,9.17180013,0,851,0.678606264509864,0.380838254858175,0.806631849613186,0.242124643443553,0.676151502683002,0.393608164095587,0.803942807364715,0.273530837221799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Clay",353,1.41
"816",0,0,0,-2.72689938,101,-619,0.622813985235874,0.379176384776009,0.762267371770968,0.262817764061213,0.612208200041987,0.387859292348632,0.725485358288536,0.281539211234248,0,0,0,0,0,0,0,0,0.609057596607457,0.40221783682102,0.690117088648786,0.290334943268249,0.565472927079658,0.453534089880552,0.589351490326384,0.414893616911272,0.505785123966942,0.509090909090909,0,0,0.5,0.5,0.27710843373494,0,"Clay",-370,1.25
"819",0,0,0,-0.958247780000001,39,-1355,0.609501591487772,0.351615656874323,0.730071944152421,0.199694429731441,0.612239671362137,0.363496523773682,0.734913849270026,0.220728810844567,0.476605395,0.4375516955,0.4027777775,0.326923077,0,0,0,0,0.613789290824894,0.350283358307537,0.744656902855499,0.193364722995378,0.564593670246361,0.358753158198654,0.647252456072876,0.210787951743331,0.41255230125523,0.464166108506363,0,0,0.415584415584416,0.0769230769230769,0.498976668031109,1,"Clay",-36,3.83
"820",0,0,-1,1.37166324,24,594,0.61640967922585,0.38777308792072,0.73797489475885,0.251645440362518,0.597135923152387,0.389903400465358,0.699605452750702,0.269984028674649,0,0,0,0,0,0,0,0,0.639589217326434,0.338851890513463,0.835572797367145,0.146467056261556,0.531598513111759,0.455781046641832,0.521739130216446,0.377358490800997,0.514018691588785,0.472972972972973,0,0,0.714285714285714,0.5,0.707070707070707,0,"Clay",365,1.91
"821",0,0,0,4.43258043,105,-744,0.618947012004666,0.386262112116873,0.754240145162774,0.260165548794023,0.601496750737842,0.393729302821627,0.722902603470913,0.280727100870621,0,0,0,0,0,0,0,0,0.589483967803246,0.380395890268802,0.700834972556234,0.249216081736212,0.587623044390329,0.361605261453518,0.700151550675312,0.21404947172604,0.484240687679083,0.487046632124352,0,0,0.454545454545455,0.428571428571429,0.590163934426229,1,"Clay",-53,2.01
"824",0,0,0,-8.87611225,10,-804,0.664534627149887,0.429531993418906,0.826258279906088,0.39895454844486,0.65608435331582,0.436873383265607,0.806006525537239,0.410347606455599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679245283018868,0.655737704918033,0,0,0,0,0,0,"Clay",-216,1.44
"825",0,0,0,5.95756331,113,-340,0.643261478991095,0.353988193579183,0.823745776426967,0.207482735314434,0.621156267234833,0.366933386825032,0.793513159499115,0.238644425680708,0,0,0,0,0,0,0,0,0.635473068948684,0.326642298235039,0.813346170020237,0.158936530310969,0.57668062527283,0.329871614793748,0.726932668257862,0.186938502903421,0.426966292134831,0.421052631578947,0,0,0.206896551724138,0,0.481481481481482,1,"Clay",-38,2.78
"826",0,0,0,-2.75154005,12,363,0.628562248639603,0.369746579506681,0.751141012760678,0.213717100975608,0.609715610394635,0.382954813722826,0.712066524775548,0.259584594187014,0.642201835,0.368421053,0.75,0.176470588,0.642201835,0.368421053,0.75,0.176470588,0.576376728771068,0.370982731161202,0.64116094990855,0.194088978642915,0,0,0,0,0.602409638554217,0.6,1,1,0.4,0,1,0,"Clay",313,2.76
"828",0,0,0,3.8110883,87,-922,0.639502568162362,0.354490456401119,0.77805180407776,0.182843736230142,0.62492423751101,0.354612005447138,0.748906420234598,0.174919078345579,0,0,0,0,0,0,0,0,0.652872407741451,0.341766020969575,0.815851012612295,0.154824827406999,0.651388887229125,0.355664714620559,0.821774340019358,0.174898822573679,0.46875,0.398843930635838,0,0,0.517241379310345,0.75,0.505576208178439,0,"Clay",-81,1.23
"829",0,0,0,-1.26214921,73,186,0.632546873122628,0.375290161949916,0.76458366445932,0.240258207140325,0.637910639924995,0.379531301741877,0.79543932161101,0.250240614488108,0,0,0,0,0,0,0,0,0.660903330149967,0.365319787269325,0.814233446394386,0.184521899176585,0.753070422387526,0.35480058429032,0.929164031077211,0.15629431205551,0.567164179104478,0.562043795620438,0,0,1,1,0.62962962962963,1,"Clay",24,1.66
"831",0,0,0,-13.28952772,0,63,0.639051842216826,0.390600864863512,0.798812345930837,0.248245012526664,0.620145586019244,0.394241897415464,0.750962975794047,0.261838477684007,0,0,0,0,0,0,0,0,0.632549023831195,0.402036099249783,0.779654320168123,0.254206641668555,0.647032864519714,0.40058378547828,0.80526987464101,0.267124559125377,0.536964980544747,0.531147540983607,0,0,0.612903225806452,0.733333333333333,0.600858369098712,1,"Clay",14,1.29
"832",0,0,0,15.78918549,0,170,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Clay",98,2.04
"833",0,0,0,-5.04585901,0,699,0.639659217114169,0.374580220610143,0.794020073955798,0.220886966530152,0.693249393064215,0.411950988186565,0.877406114275114,0.291446697324698,0,0,0,0,0,0,0,0,0.622612573625195,0.3487947539656,0.754033035218372,0.163150791332151,0,0,0,0,0.534195933456562,1,0,0,0.555555555555556,0,0.529953917050691,1,"Clay",149,1.38
"834",1,0,0,-1.89459275,0,-572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-296,1.71
"836",0,0,0,-8.52566736,0,650,0.598959669515923,0.399853408646255,0.711846480924283,0.258897403557095,0.584563801272843,0.404369440120079,0.682558139448012,0.272733737414127,0,0,0,0,0,0,0,0,0.682168858317067,0.385245901683202,0.910828025426021,0.242424242424242,0,0,0,0,0.577981651376147,0.638297872340426,0,0,1,0,1,0,"Clay",375,2.89
"839",-1,0,0,9.79603012,0,387,0.683161437615322,0.334837037833761,0.962993451615114,0.171192248427228,0.686109322986837,0.340136080249354,0.963194886462765,0.177908631533139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463157894736842,0.428571428571429,0,0,0,0,0.548780487804878,1,"Clay",164,1.77
"840",0,0,0,11.26899384,0,-253,0.613976790709439,0.34217528571285,0.746623465024353,0.174980932537193,0.605470463957675,0.344229238067769,0.723477007413749,0.182251694583129,0.703125,0.337662338,0.75,0.166666667,0.703125,0.337662338,0.75,0.166666667,0.640192780076403,0.350637948056115,0.800949317920097,0.165019461457749,0.670980972321003,0.335069005837165,0.860142447687798,0.17960426189529,0.393782383419689,0.281081081081081,0,0,0.469879518072289,0,0.41260162601626,0,"Clay",-40,1.32
"841",0,0,0,4.50102669,0,352,0.638771040351734,0.355158205000134,0.779939490096046,0.222354509299235,0.630333419564865,0.339856501545517,0.782158685363626,0.183909696418514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0.307692307692308,0,0,0,0,0.214285714285714,1,"Clay",117,1.51
"842",1,0,-1,-4.20260096,0,-124,0.641028892276204,0.373801746143942,0.79012340003438,0.239843513839316,0.614387209727182,0.38982705261841,0.732597698537614,0.275439442075459,0,0,0,0,0,0,0,0,0.643572106543903,0.360829087385023,0.810004800351704,0.218514945566794,0.614488403748361,0.352738881089573,0.758812069616802,0.219778473179572,0.546341463414634,0.516129032258065,0,0,0.5,0.333333333333333,0.5,0,"Clay",-27,1.67
"843",-1,0,0,-1.30595483,-19,-35,0.648402911890517,0.363190023965415,0.808325184203811,0.21610177845609,0.650815175040956,0.36817918701943,0.811910574052586,0.226121747596542,0,0,0,0,0,0,0,0,0.642959842245649,0.35994210882667,0.802888474419869,0.207788589846194,0.647442194396984,0.377114099098434,0.811536321944647,0.248949456069833,0.498672957829549,0.525916561314791,0,0,0.514705882352941,0.571428571428572,0.483282674772036,1,"Hard",-2,1.79
"844",1,0,0,1.47296373,261,-348,0.655392996328122,0.315100940625625,0.797586459185513,0.122402712852707,0.655399218960139,0.310107697033105,0.789544971428429,0.119266051158592,0.671052632,0.2,0.909090909,0,0.671052632,0.2,0.909090909,0,0.679430340755903,0.29967536072144,0.868864111171365,0.0928079056119704,0.698318760070202,0.298193380208776,0.904094460148347,0.0792179579632246,0.489448051948052,0.490350250178699,0,0,0.576923076923077,0.75,0.457142857142857,0,"Hard",-23,1.9
"845",1,0,-1,-2.18206707,-176,370,0.645816738929577,0.356478579453099,0.791099066760856,0.192815146230179,0.634759514297789,0.350076688243768,0.778092337959229,0.186800611285059,0.6640931375,0.351185512,0.9166666665,0.142857143,0.6640931375,0.351185512,0.9166666665,0.142857143,0.639774280638865,0.347092756841124,0.770200867690286,0.180931976864692,0.618538773652426,0.346974966768874,0.72795050156231,0.177306880932894,0.534788540245566,0.511592741935484,0.5,0.5,0.461538461538462,0.4,0.618455497382199,1,"Hard",22,1.39
"847",0,0,1,3.95071868,43,362,0.672029263088467,0.362855773045123,0.851567288623271,0.219600742431428,0.684311815425398,0.377378850148577,0.865901247954858,0.234638762492857,0,0,0,0,0,0,0,0,0.647997262505256,0.357797266873351,0.809745332245171,0.176220703842742,0.795165616555341,0.322768113569733,1,0.0819032761728593,0.599455040871935,0.613636363636364,0,0,0.454545454545455,0,0.420047732696897,1,"Hard",41,1.73
"848",-1,0,0,-1.83983573,120,-466,0.656431988277349,0.346824498955238,0.816230940348851,0.192959957426569,0.661929150535888,0.365328449405208,0.82290164578796,0.23294339597948,0,0,0,0,0,0,0,0,0.639732255110777,0.319626359710041,0.775682737364364,0.155469495473475,0.642874924271165,0.356486194743326,0.753897024062721,0.243653072998295,0.495400788436268,0.493421052631579,0,0,0.444444444444444,0.5,0.395939086294416,0,"Hard",-34,1.59
"849",0,0,0,-12.33949349,80,-1353,0.700214562191877,0.285884717935714,0.8818260924579,0.108255060620348,0.704873530262436,0.285179613759735,0.879648391974236,0.110194921138945,0.768522747666667,0.183078988666667,0.919444444333333,0.013888889,0.768522747666667,0.183078988666667,0.919444444333333,0.013888889,0.680937346813631,0.288362846166828,0.855406188765987,0.101281696721304,0.678261565861644,0.292285590621055,0.844755053276224,0.110985915454373,0.436734693877551,0.477011494252874,0.666666666666667,0.666666666666667,0.363036303630363,0.385714285714286,0.466165413533835,1,"Hard",-43,2.33
"850",0,0,0,0.528405209999999,41,104,0.605246481415276,0.35850042915314,0.702121963177795,0.215758751761958,0.601486362018471,0.350259070700653,0.672283647964167,0.205587025679596,0.615,0.338014621,0.75,0.15,0.63,0.371681416,0.8,0.2,0.633451835384692,0.332197130865993,0.775211312919541,0.188384007555698,0.700261034554408,0.27873516277071,0.854446213441577,0.0963273195156586,0.471615720524017,0.434210526315789,0.5,1,0.448275862068966,0.333333333333333,0.446247464503043,0,"Hard",13,1.55
"852",0,0,0,4.90349076,-15,34,0.663297686752322,0.36170383579187,0.831813510852132,0.204715211565959,0.657523668310819,0.348913022271055,0.829286204402433,0.186257565828412,0,0,0,0,0,0,0,0,0.662334955644288,0.361118163803068,0.825074733578066,0.22871563453697,0.66536355332197,0.344699375319321,0.795355164773021,0.188864304879273,0.48918640576725,0.457831325301205,0,0,0.444444444444444,0.368421052631579,0.423076923076923,0,"Hard",6,1.88
"856",0,0,0,6.66392881,105,-1286,0.607681872541455,0.377830403723117,0.76210095790493,0.234468776835087,0.607064192988088,0.395029587320034,0.769735817263882,0.278582322242149,0,0,0,0,0,0,0,0,0.546284165294341,0.384072295758921,0.594815825372959,0.299292214224739,0,0,0,0,0.378854625550661,0.475728155339806,0,0,0.333333333333333,0,0,0,"Hard",-373,1.1
"857",1,0,0,-0.197125249999999,0,118,0.676798390566116,0.321929695229914,0.845714476103691,0.130971535263595,0.698292185907371,0.310138733714878,0.889181447421273,0.127635131798218,0,0,0,0,0,0,0,0,0.697095507780382,0.351848130506729,0.848151912707043,0.240206837388489,0.696777271825237,0.372714617106059,0.841584158499167,0.291326127024189,0.50531914893617,0.594594594594595,0,0,0.692307692307692,0.5,0.421052631578947,1,"Hard",14,1.35
"861",0,0,0,8.13141684,0,9,0.661502732766483,0.335299047197256,0.851900244656347,0.191605914206015,1,1,1,1,0,0,0,0,0,0,0,0,0.703138764725766,0.302317414069842,0.956897623870658,0.118763176524929,0,0,0,0,0.541353383458647,1,0,0,1,0,0.294117647058824,1,"Hard",2,2.81
"862",1,0,0,-5.24845996,0,543,0.669029961400801,0.356913112231128,0.838294538522362,0.194916804030141,0.665930551764281,0.349534766227988,0.839628940430219,0.188352895865963,0,0,0,0,0,0,0,0,0.68405196030833,0.362191289249767,0.867609749653553,0.230247312605066,0.743806318487688,0.313826334137999,1,0.0975675311034947,0.54944313196085,0.525150905432596,0,0,0.602409638554217,1,0.46824644549763,0,"Hard",65,3.52
"865",-1,0,0,-6.9650924,0,23,0.648927195835214,0.32294419006264,0.81437121126489,0.14625991752919,0.651108702651341,0.31807320303432,0.82763505733106,0.133762919503371,0,0,0,0,0,0,0,0,0.647894221926981,0.337393733520707,0.806560455674631,0.186405221232781,0.645794231842946,0.277009248847612,0.790123906734041,0.0914614783203747,0.389312977099237,0.390625,0,0,0.5,0,0.553072625698324,1,"Hard",6,1.68
"866",1,0,0,6.93223819,0,-554,0.653713954878675,0.346860297037242,0.812078139480469,0.182980916548506,0.63405440070611,0.346702947077291,0.768751959756422,0.1911501125027,0,0,0,0,0,0,0,0,0.654302852484187,0.344885963195206,0.850405983673431,0.19723305446446,0.654741719453687,0.350044163644266,0.843120133765039,0.235480488326861,0.461538461538462,0.512953367875648,0,0,0.4,0.666666666666667,0.635294117647059,0,"Hard",-114,1.36
"868",0,0,0,1.75496235,337,-1010,0.639388428483536,0.362775533674915,0.791820474987878,0.227259719756939,0.623788102207037,0.359016439445003,0.765724675661196,0.21989978011123,0,0,0,0,0,0,0,0,0.661414703772126,0.355240628781982,0.819255494102348,0.219297642875947,0.584689576047391,0.386902983497266,0.705289672538961,0.300066470354199,0.610859728506787,0.579831932773109,0,0,0.75,0.666666666666667,0.555555555555556,0,"Clay",-172,1.5
"869",0,0,0,6.67761807,138,-1049,0.646570186000528,0.353454815137879,0.822858234976038,0.19942425772408,0.633505374765507,0.348821838766203,0.794209290146327,0.19348659119539,0,0,0,0,0,0,0,0,0.689756547544036,0.373669269062159,0.927227944564902,0.23755289837644,0.710847972334001,0.34904432145007,0.935344827575059,0.199218749926071,0.588235294117647,0.517241379310345,0,0,0.666666666666667,0.5,0.517241379310345,1,"Clay",-176,2.61
"870",0,0,0,-3.22245037,-242,302,0.65758524600793,0.354468743491978,0.814132610415365,0.210916726852322,0.654728244167692,0.344338243287126,0.816936740481972,0.17760895192898,0,0,0,0,0,0,0,0,0.610285714348471,0.293682017984153,0.747126436643062,0.105691056927755,0,0,0,0,0.346153846153846,0.375,0,0,0,0,0.428571428571429,0,"Clay",103,2.05
"871",0,0,0,-8.04928132,-54,380,0.642210798691082,0.350634523596088,0.802880439512725,0.185498472333154,0.635568193532878,0.362213631686782,0.781296285800654,0.213697242702947,0,0,0,0,0,0,0,0,0.643164597802287,0.338627040592684,0.803160149124026,0.16294938816683,0.633866474426231,0.341799056663092,0.787486307452162,0.178898451292936,0.482210583348384,0.530864197530864,0,0,0.489177489177489,0.581395348837209,0.449333871618894,1,"Clay",28,1.85
"872",0,0,0,0.950034220000003,117,-626,0.633746252275418,0.372386650496798,0.771321607723994,0.233683605637365,0.616760365629419,0.382477745180029,0.743093500629865,0.258196061634842,0,0,0,0,0,0,0,0,0.630369956406767,0.368146029270869,0.762839554541083,0.225008634481531,0.613922961284728,0.388431979698484,0.718609522793783,0.264833075071809,0.49778206364513,0.531587057010786,0,0,0.434210526315789,0.428571428571429,0.555555555555556,0,"Clay",-51,1.71
"873",0,0,-1,-2.79808351,-37,76,0.636637427648943,0.385588234820553,0.818112096774432,0.267695620509503,0.641801210822164,0.399675370133333,0.82742810968417,0.31154072389376,0,0,0,0,0,0,0,0,0.699128005733172,0.378742757687878,0.927272727272727,0.203619909465408,0.699128005733172,0.378742757687878,0.927272727272727,0.203619909465408,0.593220338983051,0.684210526315789,0,0,1,1,0.583333333333333,1,"Clay",27,1.62
"874",0,0,0,-3.41683778,-31,687,0.65852018558706,0.370926140715952,0.837675246729092,0.230451862032562,0.663555444899496,0.380744672993686,0.84022662774275,0.264499633342068,0,0,0,0,0,0,0,0,0.679671170463577,0.353853161264644,0.881825249736206,0.202586423842117,0.736010292575393,0.341636784551879,0.926966292291772,0.258744609487087,0.534351145038168,0.608695652173913,0,0,0.666666666666667,1,0.509803921568627,0,"Clay",150,3.13
"875",0,0,0,-13.46201232,-190,794,0.657718451067367,0.365785739346959,0.825563130662079,0.197229122878098,0.657277665600331,0.384153366220237,0.817940090418238,0.2377074512542,0.69089297225,0.36634207375,0.85582729475,0.1987103175,0.718181818,0.4325396825,0.861111111,0.311111111,0.645600792466692,0.3577092710605,0.808512692776199,0.187489411812422,0.663829941898665,0.379468276876159,0.828862965244531,0.220802893294501,0.591836734693878,0.694214876033058,0.75,1,0.478260869565217,0.727272727272727,0.536842105263158,1,"Clay",82,1.23
"876",0,0,1,-6.15468857,98,-527,0.644572444366373,0.335014298126801,0.805735917409513,0.171109263657327,0.625643936582124,0.350933928359401,0.765246387596122,0.216406950088118,0.5019915785,0.3154288245,0.5104895105,0.207142857,0.5019915785,0.3154288245,0.5104895105,0.207142857,0.666089647595104,0.341141084588604,0.841512646158514,0.176096793270146,0.617120864337442,0.354463166656269,0.727048093856119,0.198451755125988,0.459530026109661,0.453237410071942,0,0,0.556701030927835,0.444444444444444,0.420396600566572,0,"Clay",-82,1.45
"879",-1,0,1,6.79260781,73,241,0.61956883886847,0.32515529001294,0.759554591199198,0.125000000037393,0.621714399072396,0.323912826766877,0.763106209672619,0.12229102168881,0,0,0,0,0,0,0,0,0.623732251332428,0.262383520966869,0.83333333375,0,0.623732251332428,0.262383520966869,0.83333333375,0,0.315789473684211,0.333333333333333,0,0,0,0,1,1,"Clay",138,1.42
"880",1,0,0,-3.91512662,-85,1754,0.633664209284763,0.397195385374741,0.763129610501417,0.264563771901239,0.619328885510259,0.416816977734618,0.71727473693285,0.295530310202675,0,0,0,0,0,0,0,0,0.682832895383791,0.358888633655743,0.874181611209731,0.207579059930361,0.647449603675587,0.391549785306063,0.856338028215957,0.242564740652941,0.631232361241769,0.49618320610687,0,0,0.666666666666667,0.5,0.443548387096774,0,"Clay",111,3.22
"883",0,0,0,0.917180009999999,0,410,0.645804613150808,0.393488076166284,0.801684581779022,0.270841259610569,0.636819639226107,0.395635086890304,0.774756887134691,0.298174799027287,0,0,0,0,0,0,0,0,0.640152952740715,0.389430144128003,0.812839463809748,0.262982782374303,0.601849114660766,0.337020956960213,0.767961601844727,0.230781838921994,0.588305489260143,0.591836734693878,0,0,0.583333333333333,0.4,0.450980392156863,1,"Clay",54,1.15
"884",0,0,0,-6.15468857,0,-451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-270,1.42
"885",0,0,0,-2.75154004,0,363,0.628092320475267,0.381093390314671,0.761462239383729,0.233211492408045,0.601244806459852,0.405131565991753,0.715680933341239,0.303584688732639,0,0,0,0,0,0,0,0,0.576376728771068,0.370982731161202,0.64116094990855,0.194088978642915,0,0,0,0,0.64,0.654545454545455,0,0,0.4,0,1,1,"Clay",311,1.26
"886",0,0,0,1.30595482,0,-198,0.630706496413307,0.37532059083941,0.790937952115769,0.249578003361973,0.618821402230778,0.386730541037966,0.761590680470435,0.27971887029755,0,0,0,0,0,0,0,0,0.656158454967168,0.385045781090791,0.84237908305232,0.251742276690205,0.610656358832964,0.368429327103597,0.741798570733171,0.20391611907374,0.459654178674352,0.484061393152302,0,0,0.521739130434783,0.444444444444444,0.487132352941177,0,"Clay",-19,1.84
"887",0,0,0,3.20328542,0,-460,0.643054491606828,0.372273295072187,0.7899671550156,0.229916495522467,0.617578532482314,0.385263664254183,0.738796975644815,0.260987829520898,0.658823529,0.388059701,0.833333333,0.25,0.658823529,0.388059701,0.833333333,0.25,0.639898321077481,0.380540744306359,0.799805874684303,0.242501419879502,0.620232592032559,0.388091191792478,0.755312943555266,0.274608702018729,0.490667976424361,0.495542737283692,1,1,0.461538461538461,0.36986301369863,0.483769633507853,1,"Clay",-47,1.84
"889",0,0,0,-10.54072553,0,25,0.630284974720535,0.380500674452072,0.766503485163991,0.240466618883692,0.615795708104874,0.391370696573557,0.739704670852422,0.245806124700271,0.586358174333333,0.387882512666667,0.751785714333333,0.225815851,0.605853051,0.3519387115,0.80625,0.1079545455,0.637836744466224,0.384292367193287,0.78010796309871,0.2248492159407,0.562338083086192,0.377049180327869,0.882352941176471,0.145038167983218,0.528253681995792,0.583333333333333,0.666666666666667,0.5,0.555023923444976,0,0.464541832669323,1,"Clay",2,1.67
"890",0,0,0,0.63244353,0,540,0.676294061042081,0.368642165712414,0.883765268932792,0.234962038431062,0.676998446338805,0.378708520314308,0.888766505113955,0.261184342732917,0,0,0,0,0,0,0,0,0.670486074538621,0.413985635322813,0.901028277551348,0.324302925504101,0.685819788900193,0.421579379954281,0.932584269670496,0.349599974429236,0.772277227722772,0.778761061946903,0,0,1,1,0.578512396694215,0,"Clay",91,2.44
"891",1,0,0,-6.86652978,0,-212,0.602575554146228,0.364400193729087,0.765265034043576,0.158287032364387,0.602575554146228,0.364400193729087,0.765265034043576,0.158287032364387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Clay",-129,2.49
"892",0,0,1,-6.34086242,0,241,0.608058521354514,0.389146919436515,0.750646292844883,0.235553988027158,0.609702415339631,0.388843146267108,0.743298124297444,0.242374549049515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514705882352941,0.428571428571429,0,0,0,0,0.564516129032258,0,"Clay",44,2.22
"893",1,0,0,12.14236824,-26,1365,0.686189639056076,0.328913312179917,0.849774776955361,0.138894577555489,0.679149988932659,0.337614573529648,0.818491620872514,0.143844756343188,0,0,0,0,0,0,0,0,0.69731947920203,0.312666610414242,0.87780086339721,0.09914877383873,0,0,0,0,0.564516129032258,0.555555555555556,0,0,0.571428571428572,0,0.432926829268293,1,"Grass",68,1.3
"895",0,0,0,-11.18138261,109,99,0.646154998077734,0.340506913317921,0.784358241745599,0.174531063318383,0.596773916680098,0.331357607724367,0.694938502157043,0.196008882550432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514285714285714,0.435483870967742,0,0,0,0,0.517241379310345,1,"Grass",15,2.6
"896",-1,0,0,-2.58453115,12,-1514,0.675281106522771,0.323589631663372,0.863488543253735,0.177710208348598,0.669433382347344,0.338720624118831,0.847020145687353,0.207153075697781,0.689212169333333,0.278778768666667,0.852910052666667,0.092397661,0.677419355,0.196721311,0.9,0,0.660684386019555,0.312625529682324,0.840355539003314,0.154621197984167,0.591589162870953,0.339843306230564,0.692307692142012,0.166666666666667,0.383522727272727,0.387096774193548,0.333333333333333,0,0.292490118577075,0,0.410774410774411,0,"Grass",-95,1.34
